Ad name,Ad delivery,Attribution setting,Results,Result indicator,Reach,Frequency,Cost per results,Ad set budget,Ad set budget type,Amount spent (EGP),Ends,Quality ranking,Engagement rate ranking,Conversion rate ranking,Impressions,"CPM (cost per 1,000 impressions) (EGP)",Link clicks,shop_clicks,CPC (cost per link click) (EGP),CTR (link click-through rate),Clicks (all),CTR (all),CPC (all) (EGP),Landing page views,Cost per landing page view (EGP),Messaging conversations started,Ad ID,Ad set name,Campaign ID,Campaign name,Ad set ID,Reporting starts,Reporting ends,Bid,Bid type,Objective,Cost per messaging conversation started (EGP)
"Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎",not_delivering,7-day click or 1-day view,16,actions:onsite_conversion.messaging_conversation_started_7d,5909,1.372483,24.85375,Using campaign budget,0,397.66,2025-10-04,-,-,-,8110,49.033292,102,,3.898627,1.257707,215,2.651048,1.849581,,,16,120233314517340517,"Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎",120233314516820517,"Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎",120233314517200517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,24.85375
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120239132507540517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506420517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506750517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-31,-,-,-,0,0,,,,,0,0,0,,,,120207350537830517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537710517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537780517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"المنشور: ‏""‏انك تحترف برامج اوتوديسك مبقاش اختيار .. دلوقتي...‏""‏",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-07-12,-,-,-,0,0,,,,,0,0,0,,,,120210373282650517,"المنشور: ‏""‏انك تحترف برامج اوتوديسك مبقاش اختيار .. دلوقتي...‏""‏",120210373282350517,"المنشور: ‏""‏انك تحترف برامج اوتوديسك مبقاش اختيار .. دلوقتي...‏""‏",120210373282580517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-04-07,-,-,-,0,0,,,,,0,0,0,,,,120220180731790517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120220180728760517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120220180731430517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-09-30,-,-,-,0,0,,,,,0,0,0,,,,120232963154760517,"Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎",120232963154080517,"Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎",120232963154560517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2026-01-19,-,-,-,0,0,,,,,0,0,0,,,,120238800566880517,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",120238800563300517,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",120238800564140517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-31,-,-,-,0,0,,,,,0,0,0,,,,120207350488470517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207350488220517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207350488270517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
New Engagement Ad with recommended settings,archived,7-day click or 1-day view,,,0,0,,250,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120210370001700517,New Engagement Ad set with recommended settings,120210370001710517,صيف 11-7-2024,120210370001720517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-03-31,-,-,-,0,0,,,,,0,0,0,,,,120218720201700517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120218720200830517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120218720201670517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-09-28,-,-,-,0,0,,,,,0,0,0,,,,120232853725520517,"Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎",120232853723560517,"Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎",120232853724580517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
Tailored messages campaign 11/15/2025 Ad,not_delivering,7-day click or 1-day view,,,0,0,,180,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120235955404050517,MTC 5-11-2025 Ad set,120235955404030517,MTC 5-11-2025 Campaign,120235955404040517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-30,-,-,-,0,0,,,,,0,0,0,,,,120207264903390517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264902580517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264903320517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Traffic,
"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-07-07,-,-,-,0,0,,,,,0,0,0,,,,120210276176800517,"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",120210276174390517,"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",120210276176580517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"‎Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎‎ - Copy",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-03-16,-,-,-,0,0,,,,,0,0,0,,,,120218094800820517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799370517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799770517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎اخر فرصفة في الصيف ..لو نفسك تبدأ طريقك في المجال...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-08-19,-,-,-,0,0,,,,,0,0,0,,,,120230846829870517,"Post: ‎""‎اخر فرصفة في الصيف ..لو نفسك تبدأ طريقك في المجال...‎""‎",120230846829660517,"Post: ‎""‎اخر فرصفة في الصيف ..لو نفسك تبدأ طريقك في المجال...‎""‎",120230846829810517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
30 % OFF NEW 22-9-2025 Ad,not_delivering,7-day click or 1-day view,,,0,0,,180,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120232816058910517,30 % OFF NEW 22-9-2025 Ad set,120232816058890517,30 % OFF NEW 22-9-2025 Campaign,120232816058900517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-25,-,-,-,0,0,,,,,0,0,0,,,,120207066441040517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440900517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440990517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",archived,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-07-07,-,-,-,0,0,,,,,0,0,0,,,,120210276120580517,"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",120210276120480517,"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",120210276120540517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-03-11,-,-,-,0,0,,,,,0,0,0,,,,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-08-13,-,-,-,0,0,,,,,0,0,0,,,,120230585664460517,"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",120230585664290517,"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",120230585664340517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎🎨 نفسك تدخل عالم الديكور وتبقى مصمم محترف؟‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-09-01,-,-,-,0,0,,,,,0,0,0,,,,120231541259170517,"Post: ‎""‎🎨 نفسك تدخل عالم الديكور وتبقى مصمم محترف؟‎""‎",120231541258620517,"Post: ‎""‎🎨 نفسك تدخل عالم الديكور وتبقى مصمم محترف؟‎""‎",120231541258890517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"المنشور: ‏""‏🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‏""‏",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-21,-,-,-,0,0,,,,,0,0,0,,,,120206887841200517,"المنشور: ‏""‏🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‏""‏",120206887841140517,"المنشور: ‏""‏🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‏""‏",120206887841160517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-07-06,-,-,-,0,0,,,,,0,0,0,,,,120210249526790517,"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",120210249526470517,"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",120210249526700517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
New Engagement Ad with recommended settings,not_delivering,7-day click or 1-day view,,,0,0,,250,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120217545871690517,new campaign in Ramadan,120217545871700517,New Ramadan 4-3-2025,120217545871680517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎اخر فرصفة في الصيف ..لو نفسك تبدأ طريقك في المجال...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-08-11,-,-,-,0,0,,,,,0,0,0,,,,120230505832910517,"Post: ‎""‎اخر فرصفة في الصيف ..لو نفسك تبدأ طريقك في المجال...‎""‎",120230505832610517,"Post: ‎""‎اخر فرصفة في الصيف ..لو نفسك تبدأ طريقك في المجال...‎""‎",120230505832690517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Messages Ad: ‎🎯 ""الفرصة الأخيرة قبل اكتمال المقاعد!""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-06-29,-,-,-,0,0,,,,,0,0,0,,,,120227819347640517,"Messages Ad: ‎🎯 ""الفرصة الأخيرة قبل اكتمال المقاعد!""‎",120227819347260517,"Messages Ad: ‎🎯 ""الفرصة الأخيرة قبل اكتمال المقاعد!""‎",120227819347480517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-20,-,-,-,0,0,,,,,0,0,0,,,,120206868474170517,"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",120206868474110517,"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",120206868474140517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
خصومات الصيف ماكس وريفيت وديكور,not_delivering,7-day click or 1-day view,,,0,0,,500,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120210209924680517,خصومات الصيف ماكس وريفيت وديكور 3-7-2024,120210209924670517,خصومات الصيف 2,120210209924660517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
New Engagement Ad with recommended settings,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120217514207490517,New Engagement Ad set with recommended settings,120217514207500517,Ramadan 2025,120217514207480517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
Engineering Students 2025 - 02,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120226709068740517,"‎Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎‎ - Copy",120226709068730517,Engineering Students Summer 2025,120226709068750517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
منشور Instagram: ‏لو انت طالب أو مهندس وعايز...,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-02-15,-,-,-,0,0,,,,,0,0,0,,,,120215943742280517,Instagram Post,120215943742120517,منشور Instagram: ‏لو انت طالب أو مهندس وعايز...,120215943742240517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-13,-,-,-,0,0,,,,,0,0,0,,,,120206701452460517,"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",120206701452140517,"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",120206701452410517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-02-16,-,-,-,0,0,,,,,0,0,0,,,,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
Engineering Students 2025 - 02,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-06-16,-,-,-,0,0,,,,,0,0,0,,,,120226700277680517,"‎Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎‎ - Copy",120226700277700517,"‎Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎‎ - Copy",120226700277690517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎🎓 لو انت طالب أو مهندس وعايز تتعلم البرامج...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-02-15,-,-,-,0,0,,,,,0,0,0,,,,120215943485350517,"Post: ‎""‎🎓 لو انت طالب أو مهندس وعايز تتعلم البرامج...‎""‎",120215943485240517,"Post: ‎""‎🎓 لو انت طالب أو مهندس وعايز تتعلم البرامج...‎""‎",120215943485330517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
New messages ad,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120206474912170517,New messages ad set,120206474911880517,New messages campaign,120206474912120517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
منشور Instagram: ‏لو انت طالب أو مهندس وعايز...,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-02-17,-,-,-,0,0,,,,,0,0,0,,,,120215944354410517,Instagram Post,120215944353120517,منشور Instagram: ‏لو انت طالب أو مهندس وعايز...,120215944353220517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-05-22,-,-,-,0,0,,,,,0,0,0,,,,120224806910540517,"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",120224806908830517,"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",120224806909210517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
New Engagement Ad,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120213063899690517,Casoural ad,120213063899590517,Casoural ad,120213063899620517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
Promoting website: https://facebook.com/MuttahedaCenter.MTC,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-05,-,-,-,0,0,,,,,0,0,0,,,,120206337637660517,[03/04/2024] Promoting https://facebook.com/MuttahedaCenter.MTC,120206337637010517,[03/04/2024] Promoting https://facebook.com/MuttahedaCenter.MTC,120206337637580517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-01-13,-,-,-,0,0,,,,,0,0,0,,,,120214686263870517,Instagram Post,120214686263640517,منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...,120214686263700517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-05-21,-,-,-,0,0,,,,,0,0,0,,,,120224738941850517,"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",120224738941530517,"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",120224738941680517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-11-01,-,-,-,0,0,,,,,0,0,0,,,,120212812930900517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212812930040517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212812930670517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
Promoting website: https://facebook.com/MuttahedaCenter.MTC,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-02-21,-,-,-,0,0,,,,,0,0,0,,,,120205712506100517,[02/20/2024] Promoting https://facebook.com/MuttahedaCenter.MTC,120205712505960517,[02/20/2024] Promoting https://facebook.com/MuttahedaCenter.MTC,120205712506070517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-12-20,-,-,-,0,0,,,,,0,0,0,,,,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
New Engagement Ad with recommended settings,not_delivering,7-day click or 1-day view,,,0,0,,200,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120217586123570517,Ramadan 2025,120217586123590517,new ramadan 2 - 5/3/2025,120217586123580517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2023-11-05,-,-,-,0,0,,,,,0,0,0,,,,120200637238400517,"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",120200637238180517,"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",120200637238270517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-02-21,-,-,-,0,0,,,,,0,0,0,,,,120205712336540517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120205712336150517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120205712336390517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-11-16,-,-,-,0,0,,,,,0,0,0,,,,120213158197770517,"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",120213158197760517,"‎Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎‎ - Copy",120213158197750517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
منشور Instagram: ‏🚀 دبلومة ديكور احترافية مع خصم...,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-01-12,-,-,-,0,0,,,,,0,0,0,,,,120214694473470517,Instagram Post,120214694473350517,منشور Instagram: ‏🚀 دبلومة ديكور احترافية مع خصم...,120214694473450517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
تفاعل رسائل,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120200314809410517,تجربة  22-10,120200314809360517,TEST 22-10,120200314809390517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-02-17,-,-,-,0,0,,,,,0,0,0,,,,120205236444550517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120205236442840517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120205236443940517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-11-08,-,-,-,0,0,,,,,0,0,0,,,,120213061298830517,"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",120213061297450517,"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",120213061297580517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
Midterm 2025,not_delivering,7-day click or 1-day view,,,0,0,,180,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120214691236080517,New Midterm MTC 2025,120214691236070517,Mtc midterm 2025,120214691236060517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2023-10-23,-,-,-,0,0,,,,,0,0,0,,,,120200131845680517,"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",120200131845500517,"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",120200131845610517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎مهندس أو طالب في هندسة.. نفسك تحترف البرامج...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-02-16,-,-,-,0,0,,,,,0,0,0,,,,120205154217580517,"Post: ‎""‎مهندس أو طالب في هندسة.. نفسك تحترف البرامج...‎""‎",120205154215610517,"Post: ‎""‎مهندس أو طالب في هندسة.. نفسك تحترف البرامج...‎""‎",120205154217350517,2025-10-01,2025-10-31,0,ABSOLUTE_OCPM,Messages,
